screen_name,friends_count,tweets_count,linkedin,snapchat,instagram,facebook,followers_count,favourites_count,qtyMentions,qtyHashtags,qtyUrls,qtyEmojis,qtyUppercase,profile_pic_gender,age
jossebrandoni9,655,16059,0,0,0,0,914,6738,0.21,0.01,0.05,0.94,1.21,1,10-17
alvarezbrogan,278,33648,0,0,0,0,1058,9967,0.35,0.0,0.15,0.26,3.73,1,18-24
mikomonik,247,5088,0,0,0,0,272,17,0.41,0.99,0.41,0.25,4.29,2,18-24
bautiperezz1899,156,772,0,0,0,0,52,161,0.1,0.0,0.07,0.18,1.62,1,10-17
28bernardita,492,5488,0,0,0,0,506,4789,0.53,0.0,0.37,0.66,2.74,2,10-17
conny_scaduto27,766,1323,0,0,0,0,124,1367,0.26,0.39,0.24,1.57,3.25,0,10-17
tomiisilvestre,482,5507,0,0,0,0,154,1824,0.26,0.01,0.15,0.42,1.67,1,10-17
facuduarte1902,217,1838,0,0,0,0,247,386,0.17,0.03,0.13,0.58,3.0,0,10-17
andisilva25,194,1866,0,0,0,0,177,1841,0.31,0.05,0.12,0.88,1.85,0,18-24
laurabat55,590,6261,0,0,0,0,918,8863,1.32,0.05,0.25,0.22,4.03,2,50-64
caraballoce,921,2653,0,0,0,0,418,8992,1.5,0.17,0.15,1.37,2.71,2,10-17
camilasayus,1388,38466,0,0,0,0,1930,2927,0.24,0.01,0.01,0.67,1.67,1,18-24
sofiaabanzas,505,36847,0,0,0,0,836,3479,0.46,0.0,0.04,0.88,1.3,0,10-17
breenagustina1,359,2402,0,0,0,0,76,2037,0.24,0.01,0.03,0.74,3.72,2,10-17
dunkaperra,126,6261,0,0,0,0,139,11078,1.47,0.02,0.0,0.89,2.67,2,35-49
mapriconfcalsa,49,106,0,0,0,0,12,484,0.1,1.76,0.97,0.37,5.41,0,35-49
tinch0o,1046,3858,0,0,0,0,1265,4856,0.17,0.31,0.23,0.4,2.97,1,18-24
milibarrio_,951,6412,0,0,0,0,1063,3613,0.33,0.0,0.06,0.94,2.18,2,10-17
ampii_sola,871,45925,0,0,0,0,2466,12552,0.25,0.01,0.05,1.13,1.85,0,10-17
maria_vega_,567,1519,0,0,0,0,1574,215,0.88,0.04,0.32,0.11,3.32,0,25-34
guilleceentral,3166,9985,0,0,0,0,1905,6014,0.08,0.05,0.07,0.75,2.09,0,18-24
msconcu,1366,34687,0,0,0,0,3207,5277,0.79,0.49,0.42,0.5,2.71,2,35-49
sasara315,150,1044,0,0,0,0,141,195,0.09,0.04,0.22,0.95,2.68,0,18-24
fbflorchus,1942,719,0,0,0,0,810,29,0.01,0.05,0.92,1.4,2.14,2,18-24
publicisimpetu,299,1306,0,0,0,0,1269,1412,0.47,0.63,0.7,0.2,8.56,0,50-64
mirtha4620,385,226,0,0,0,0,47,758,1.5,0.04,0.04,0.03,3.03,0,65-xx
nataliamindurry,729,55137,0,0,0,0,1656,3618,0.38,0.0,0.07,0.24,1.4,2,18-24
candelarodrgu13,137,1399,0,0,0,0,69,220,0.04,0.0,0.01,1.67,1.15,2,10-17
baigotadrian,506,21022,0,0,0,0,1084,6811,0.57,0.04,0.39,0.54,11.19,0,18-24
damianloyarte,56812,98703,0,0,0,0,105900,266,0.65,0.07,0.1,0.72,2.09,0,18-24
rbeleenn,786,19024,0,0,0,0,592,11175,0.28,0.06,0.18,0.7,3.36,2,18-24
milulaarroquy,407,35375,0,0,0,0,703,6730,0.25,0.03,0.09,1.62,1.58,2,18-24
sebastianfest,3275,11832,0,0,0,0,7815,4649,1.57,0.68,0.47,0.03,2.54,0,18-24
fabih10,1715,16709,0,0,0,0,1658,4805,0.4,1.23,0.66,0.74,5.83,2,18-24
eapesteguia,1566,36303,0,0,0,0,14685,4218,0.79,0.62,0.67,1.21,4.29,1,25-34
federiicogrosso,441,4643,0,0,0,0,226,982,0.25,0.26,0.07,0.01,4.48,1,25-34
alexandraaberr,338,155,0,0,0,0,158,51,0.58,0.53,0.34,0.06,3.36,2,18-24
galonsobenia,735,2318,0,0,0,0,408,1570,0.68,0.06,0.54,0.04,3.48,1,25-34
marinoni22,117,4627,0,0,0,0,166,1047,0.27,0.09,0.01,0.01,1.43,0,18-24
soozmoody,174,2333,0,0,0,0,1358,59,1.0,0.26,0.21,0.07,2.62,2,35-49
lopeznic4,299,4114,0,0,0,0,501,4090,0.76,0.01,0.26,0.92,2.31,0,18-24
sofiinromero,44,1381,0,0,0,0,83,399,0.98,0.88,0.21,0.25,9.85,2,18-24
sboxcoaching,1724,3325,0,0,0,0,1214,293,0.07,0.23,0.78,0.68,10.3,0,35-49
santifariasok,184,3738,0,0,0,0,286,2201,0.11,0.0,0.02,1.07,1.5,0,10-17
zaii_aiilen,823,4353,0,0,0,0,1144,3813,0.85,0.35,0.35,1.34,5.43,2,18-24
caamitrezza,458,9306,0,0,0,0,720,4852,0.12,0.0,0.21,0.31,2.04,0,18-24
hector_cabrera_,216,647,0,0,0,0,242,85,0.83,0.52,0.57,0.04,5.52,1,35-49
agustinaaruvira,419,18344,0,0,0,0,535,4988,0.19,0.0,0.16,0.91,1.49,2,18-24
tamitoledovazq,317,16694,0,0,0,0,282,2677,0.35,0.01,0.09,0.59,2.78,0,18-24
rubiaaaenana,3603,26963,0,0,0,0,3411,6438,0.05,0.01,0.04,0.88,1.41,0,10-17
juani_reyes17,146,463,0,0,0,0,94,320,0.1,0.04,0.02,0.28,1.29,0,10-17
aleberiso,250,13243,0,0,0,0,297,1884,0.19,0.01,0.07,0.1,6.74,1,18-24
sofi_devega,545,32807,0,0,0,0,1016,12983,0.41,0.03,0.17,1.19,1.98,0,18-24
emoragues,947,1456,0,0,0,0,571,17378,0.87,0.42,0.13,0.11,2.47,1,35-49
aniitacaru,475,41408,0,0,0,0,834,8459,0.31,0.17,0.19,0.48,1.94,2,18-24
richardcv23,73,432,0,0,0,0,698,168,0.67,0.01,0.15,0.02,3.46,1,35-49
federicottero,372,5221,0,0,0,0,236,427,0.08,0.01,0.06,0.82,1.78,1,18-24
richard_cuelho,806,4541,0,0,0,0,252,3086,0.5,0.89,0.17,0.4,3.93,0,25-34
barbicaparros,225,14598,0,0,0,0,358,2569,0.07,0.04,0.04,0.24,2.79,2,18-24
carlos___g,331,5402,0,0,0,0,332,2345,0.07,0.0,0.03,0.11,1.09,1,18-24
fioventura,982,8140,0,0,0,0,697,5397,3.04,0.41,0.18,0.37,3.38,1,25-34
vikiimiraballes,768,26003,0,0,0,0,1122,1729,0.08,0.0,0.06,0.32,1.26,1,10-17
joagonzalezf97,658,1761,0,0,0,0,343,709,0.21,0.47,0.04,0.58,2.82,0,18-24
kicorangel,939,4823,0,0,0,0,1336,562,0.57,0.23,0.41,0.25,3.14,1,35-49
gildaglaria,138,194,0,0,0,0,146,133,0.27,0.03,0.52,0.04,3.44,1,35-49
lutxana,1036,20530,0,0,0,0,1280,12702,1.05,1.14,0.82,0.11,2.5,2,25-34
sebasmuriel,7968,53151,0,0,0,0,17912,2,0.68,0.12,0.82,0.26,1.01,1,35-49
paulaavanzini,1186,24104,0,0,0,0,1439,5629,0.47,0.01,0.1,1.3,1.33,0,18-24
andrea46r,394,2357,0,0,0,0,55,3724,0.89,0.42,0.0,2.01,2.12,0,35-49
gabrielf0rmento,236,6342,0,0,0,0,216,2783,0.2,0.01,0.01,0.21,1.0,1,18-24
minoriahardcore,2452,2310,0,0,0,0,1181,593,0.15,0.19,0.74,0.24,22.61,0,25-34
mariiarana15,271,9458,0,0,0,0,284,1063,0.05,0.02,0.05,0.94,1.78,2,18-24
paovillalba19,533,10617,0,0,0,0,719,4844,0.17,0.02,0.08,0.83,1.83,2,18-24
antogabas,483,1233,0,0,0,0,388,2387,0.2,0.02,0.02,1.02,1.52,2,10-17
micaelareinak,766,83324,0,0,0,0,938,17403,0.31,0.0,0.07,0.5,3.7,0,18-24
eliiarancibia02,1647,6983,0,0,0,0,904,1926,0.25,0.01,0.06,0.46,2.07,2,10-17
juliperaltaok,575,6105,0,0,0,0,280,1903,0.0,0.0,0.0,0.0,1.0,2,18-24
nicouuss,47,2273,0,0,0,0,88,3859,1.37,0.17,0.17,0.22,4.17,0,18-24
gabrielkoszko,1661,39474,0,0,0,0,2620,14511,0.39,0.0,0.07,0.22,1.55,1,18-24
forrainmaduraok,1085,4103,0,0,0,0,951,2352,0.2,0.37,0.37,1.42,4.68,2,10-17
facundodelpuer2,2532,453,0,0,0,0,511,1366,0.64,0.07,0.09,0.9,1.54,1,10-17
chapoypati,255,49388,0,0,0,0,922737,11039,0.22,0.05,0.63,0.15,1.65,0,50-64
julidemarco1,656,34216,0,0,0,0,1390,25558,1.23,0.01,0.08,0.22,1.38,0,18-24
nikko_cabrera,1311,5665,0,0,0,0,865,5049,0.15,0.28,0.22,0.42,3.68,1,18-24
ailenskerlj,3659,48919,0,0,0,0,3486,1041,0.04,0.0,0.04,0.44,0.63,2,18-24
chgarciacortes,1241,5565,0,0,0,0,126882,88,0.78,0.13,0.19,1.2,2.4,0,50-64
leytonley,1616,18639,0,0,0,0,2474,7761,0.3,0.0,0.14,0.57,1.66,2,18-24
luismiguelcas,1419,8914,0,0,0,0,806,422,1.04,0.47,0.43,0.03,3.7,1,35-49
maurivilaa,157,4072,0,0,0,0,195,947,0.2,0.0,0.06,0.07,2.79,1,10-17
gambaargentina,4994,6666,0,0,0,0,4143,72181,0.92,0.62,0.18,0.08,8.9,0,18-24
qacgonzalo,509,10197,0,0,0,0,275,3529,0.42,0.01,0.04,0.09,2.46,1,18-24
maru_cabj21,1002,3957,0,0,0,0,828,3201,0.13,0.03,0.16,0.74,5.23,0,10-17
estudiosvet,59,200,0,0,0,0,104,145,1.34,1.33,0.38,0.16,6.79,0,10-17
mmmendieta,502,13220,0,0,0,0,2975,9876,1.13,0.08,0.38,0.11,2.85,0,25-34
espinosa_albert,462,14010,0,0,0,0,204601,23385,0.77,0.11,0.14,0.7,1.88,1,35-49
joseplut104,4760,3539,0,0,0,0,3228,883,0.21,0.91,0.18,0.86,5.43,1,18-24
trilceramona,46,597,0,0,0,0,30,5,0.63,0.16,0.16,0.02,2.97,1,25-34
mmusitani,5002,9533,0,0,0,0,2033,10,1.77,1.93,0.36,1.25,5.98,1,25-34
antoalonso1,630,37468,0,0,0,0,1004,1693,0.3,0.05,0.09,0.46,1.21,0,18-24
geraalsoria,194,9680,0,0,0,0,238,3712,0.05,0.02,0.23,0.38,1.51,0,18-24
mmendizabal1,852,7052,0,0,0,0,129904,288,0.53,0.23,0.58,0.14,2.35,2,35-49
yaaamicuevas,699,28608,0,0,0,0,650,78,0.17,0.03,0.14,0.6,2.2,2,18-24
sfourcade14,612,72085,0,0,0,0,960,3199,0.68,0.02,0.11,0.26,3.42,0,18-24
caami_petullo,3497,11089,0,0,0,0,2960,6826,0.05,0.03,0.12,1.09,1.82,0,18-24
segundaopor,119,299,0,0,0,0,66,44,0.18,0.54,0.81,0.01,2.09,0,25-34
perejoanmitjans,448,4639,0,0,0,0,480,1039,0.78,0.19,0.48,0.05,3.26,1,50-64
melimansilla23,789,17044,0,0,0,0,649,3877,0.14,0.0,0.01,0.87,1.2,0,10-17
aileenm87654749,177,194,0,0,0,0,34,47,0.0,0.0,0.03,0.99,1.01,0,10-17
ezeedominguezz,8046,45743,0,0,0,0,13439,18294,0.38,0.05,0.11,0.38,5.39,1,18-24
facumeneses,1633,4209,0,0,0,0,1707,7276,0.23,0.01,0.16,0.04,6.36,0,18-24
blaasgomez,507,24452,0,0,0,0,950,1978,0.09,0.01,0.02,0.33,3.03,1,18-24
valentinaaa1297,332,17150,0,0,0,0,396,4087,0.07,0.0,0.07,0.48,2.21,0,18-24
aguusdell_,642,6482,0,0,0,0,411,6940,0.2,0.04,0.14,1.31,1.88,2,18-24
cxfxo,1439,12069,0,0,0,0,427,5761,0.43,0.68,0.12,0.22,3.91,2,25-34
avalos_01,244,8694,0,0,0,0,287,2642,0.04,0.0,0.17,1.21,1.52,2,18-24
julietabolullo,2076,19147,0,0,0,0,2751,4257,0.8,0.57,0.35,1.16,2.17,0,25-34
nikysemeria,414,23325,0,0,0,0,580,8524,0.07,0.0,0.23,0.38,2.04,2,18-24
maleerok,246,5732,0,0,0,0,251,7295,0.48,0.01,0.17,0.7,1.43,0,18-24
amapolaa21,89,10307,0,0,0,0,233,9361,0.34,0.01,0.13,0.37,2.21,2,18-24
fjaureguic,6535,16579,0,0,0,0,24789,39,1.11,0.01,0.37,0.03,3.24,0,50-64
bettiaguilera,636,7148,0,0,0,0,404,2937,0.03,0.01,0.03,0.88,1.41,0,10-17
santiberto8,90,152,0,0,0,0,28,171,0.84,0.02,0.02,0.26,1.41,0,18-24
ivan_izqy,1143,19918,0,0,0,0,1409,5134,0.05,0.01,0.04,1.12,1.48,0,18-24
sosafranco16,108,946,0,0,0,0,116,572,0.17,0.0,0.04,0.41,0.97,0,18-24
ezequielreal10,659,190,0,0,0,0,262,1611,0.09,0.04,0.0,2.05,4.18,0,10-17
floorcei,979,32034,0,0,0,0,1160,1288,0.27,0.05,0.04,0.38,1.31,2,18-24
nahucatuok,493,6912,0,0,0,0,453,2474,0.48,0.01,0.17,0.76,1.83,1,18-24
caamilachaparro,1559,33525,0,0,0,0,2990,15112,0.56,0.0,0.11,0.73,2.0,2,18-24
micaperk,1278,20808,0,0,0,0,1149,3615,0.08,0.01,0.12,0.93,2.73,2,18-24
pfcdgayo,742,7170,0,0,0,0,1305,10030,1.06,0.02,0.17,0.19,2.27,1,35-49
jes_lubrano,661,657,0,0,0,0,609,1641,1.6,0.1,0.36,0.28,3.13,2,25-34
roburato1,649,4371,0,0,0,0,480,1157,0.11,0.16,0.0,1.1,1.7,2,18-24
fossatigaston,335,390,0,0,0,0,415,208,0.2,0.01,0.0,1.2,3.37,0,10-17
etnika,671,6291,0,0,0,0,987,742,0.47,0.47,0.22,0.42,2.12,2,25-34
romiosenda,375,401,0,0,0,0,110,360,0.38,0.11,0.31,0.7,2.05,0,25-34
fabiripoll,1163,4625,0,0,0,0,646,1543,0.61,0.07,0.44,0.06,4.02,1,18-24
alemandra19,291,6275,0,0,0,0,229,2817,0.19,0.01,0.07,0.45,1.21,0,18-24
chicabostera1,2755,8522,0,0,0,0,1212,13846,2.06,0.28,0.01,2.39,5.72,0,25-34
alejandroide_25,1249,81375,0,0,0,0,855,2610,0.47,0.27,0.26,0.55,2.99,0,25-34
faccumu,3675,1255,0,0,0,0,931,766,0.19,0.18,0.01,0.48,4.03,0,10-17
marquitoxponce,324,16809,0,0,0,0,319,11136,0.47,0.0,0.04,0.13,2.14,0,18-24
alvarogarciap90,720,6450,0,0,0,0,276,1037,0.79,0.07,0.07,0.07,3.26,0,18-24
rtafernaberry,980,1536,0,0,0,0,3186,11310,0.49,0.12,0.24,0.05,3.94,1,18-24
celenelaah,443,2258,0,0,0,0,95,883,0.08,0.03,0.27,0.14,5.81,0,18-24
sebagarate_,409,7058,0,0,0,0,634,2546,0.22,0.0,0.01,0.21,1.02,1,10-17
per_reynoso,2071,52839,0,0,0,0,2178,54491,0.33,0.02,0.07,1.4,5.96,0,18-24
sssssharo,152,3395,0,0,0,0,84,1936,0.21,0.0,0.11,0.27,2.97,2,18-24
carorossio1,416,14375,0,0,0,0,471,2892,0.37,0.01,0.04,0.57,2.12,2,18-24
celestenadalin,298,2784,0,0,0,0,533,2620,0.65,0.11,0.06,0.82,2.27,0,18-24
lfechegaray,749,4422,0,0,0,0,2005,1448,0.88,0.18,0.02,0.12,5.81,1,35-49
majo_floress,232,9074,0,0,0,0,314,5330,0.09,0.0,0.0,1.01,1.09,0,18-24
agus_gonzalez26,1038,104260,0,0,0,0,2110,14608,0.37,0.0,0.27,0.17,1.51,2,18-24
sistimartin,220,12033,0,0,0,0,319,4162,0.29,0.0,0.02,0.08,1.72,0,18-24
_anitaquiroga,3717,55043,0,0,0,0,4363,19617,0.26,0.0,0.14,0.23,4.37,0,18-24
anamariallopis,3911,15389,0,0,0,0,17455,1291,0.89,0.67,0.2,0.04,4.12,2,65-xx
francoarroyo6,608,16935,0,0,0,0,707,4234,0.38,0.01,0.22,0.12,1.94,1,18-24
emanuelpelua7,154,24,0,0,0,0,14,516,0.4,0.2,0.0,1.2,1.6,1,10-17
fgalarza_,286,619,0,0,0,0,1049,707,0.37,0.0,0.18,0.42,1.04,0,18-24
lucasparadi,467,20312,0,0,0,0,543,2319,0.51,0.01,0.03,0.22,1.52,0,18-24
thefoolxshone,202,15163,0,0,0,0,278,957,0.13,0.26,0.14,0.19,3.87,0,18-24
canelulyyy,903,5689,0,0,0,0,504,255,0.03,0.21,0.03,0.47,4.0,2,18-24
santiimotta,1107,21457,0,0,0,0,842,749,0.56,0.02,0.05,0.37,1.23,1,18-24
eliasro09,348,105499,0,0,0,0,1621,5329,0.13,0.0,0.03,0.41,1.62,1,18-24
thaliguiniazu,454,94021,0,0,0,0,1305,1428,0.2,0.0,0.0,0.91,1.37,2,18-24
franco98silva,344,7427,0,0,0,0,221,6247,0.9,0.47,0.11,0.77,4.73,0,18-24
oliverapipi,772,31935,0,0,0,0,1746,11048,0.25,0.0,0.07,0.54,3.36,2,10-17
barbykubar,1739,29867,0,0,0,0,786,19258,0.16,0.02,0.08,1.5,1.98,2,18-24
macajfarias,255,285,0,0,0,0,111,97,0.01,0.05,0.1,1.01,2.3,0,18-24
abel_ez,221,26023,0,0,0,0,1628,0,0.94,0.16,0.17,0.08,4.57,0,10-17
luucabreraok,263,2781,0,0,0,0,191,577,0.08,0.02,0.19,0.29,2.36,0,18-24
lucasgallasina,716,22996,0,0,0,0,374,17118,0.38,0.12,0.2,1.37,3.41,0,18-24
nicozarrelli,805,10384,0,0,0,0,804,9508,0.62,0.0,0.06,0.16,3.25,1,18-24
mauriciozarauz,2153,4760,0,0,0,0,1080,3592,0.52,0.25,0.35,0.03,3.93,1,18-24
pityporcel,544,8560,0,0,0,0,647,1547,0.1,0.0,0.02,1.67,3.78,2,10-17
anavidalegea,288,206,0,0,0,0,388,174,0.39,0.93,0.4,0.09,3.09,2,25-34
capdevila2000,675,771,0,0,0,0,143,250,0.07,0.04,0.02,1.76,2.04,2,10-17
jurimarok,483,5170,0,0,0,0,248,3693,1.23,0.56,0.24,1.05,3.68,1,10-17
moveiter,884,2495,0,0,0,0,964,95,0.69,0.37,0.94,0.02,3.61,0,35-49
micaela59134889,94,45,0,0,0,0,20,35,0.89,0.11,0.0,1.57,2.09,0,18-24
agusmansilla17,133,1891,0,0,0,0,129,179,0.03,0.0,0.01,0.04,1.64,2,18-24
maufernandez7,539,7912,0,0,0,0,539,4933,0.22,0.03,0.08,0.41,1.2,0,18-24
diegocastagno,1363,2524,0,0,0,0,755,3130,1.35,0.21,0.05,0.16,2.37,1,25-34
cordemaca,85,2199,0,0,0,0,87,1726,0.39,0.0,0.04,0.99,1.23,1,10-17
carosa_93,945,744,0,0,0,0,333,137,0.12,0.01,0.08,0.42,3.07,2,18-24
jeither01,270,1223,0,0,0,0,273,1958,0.45,0.5,0.28,0.3,4.32,1,18-24
yorugua16,1548,4774,0,0,0,0,801,1664,0.74,0.12,0.22,0.07,2.89,1,18-24
victoriacarrat2,97,4833,0,0,0,0,210,1135,0.11,0.0,0.05,0.12,1.31,2,10-17
julidorado15,843,22032,0,0,0,0,981,2919,0.04,0.12,0.01,1.08,1.57,0,10-17
vdgracia,38,4771,0,0,0,0,209,20,0.53,0.15,0.91,0.03,3.62,0,50-64
stellamariss22,36,895,0,0,0,0,35,1394,2.34,0.0,0.0,7.48,38.66,2,35-49
daniel_a_gamboa,1027,9264,0,0,0,0,276,1034,0.47,0.19,0.74,0.04,8.42,1,25-34
nico_raffo,62332,38730,0,0,0,0,74428,19753,1.02,0.23,0.22,0.1,10.47,1,25-34
rosoimuro,612,58472,0,0,0,0,1316,17176,0.53,0.0,0.13,0.61,1.44,0,18-24
maguicamposs,517,8937,0,0,0,0,905,3515,0.17,0.01,0.08,0.82,1.44,2,18-24
simooseijas,412,26924,0,0,0,0,476,1948,0.4,0.02,0.05,0.54,2.32,1,18-24
naruedyoh,2317,507239,0,0,0,0,173145,689,0.92,0.04,0.15,0.03,3.91,1,18-24
andrecaprani,664,8938,0,0,0,0,356,1949,0.3,0.5,0.27,0.45,2.74,0,25-34
nahubacigaluppi,1469,7424,0,0,0,0,1544,6138,1.84,0.85,0.15,0.46,4.95,0,10-17
luciaide93,520,4689,0,0,0,0,711,4860,0.71,0.0,0.02,0.25,1.66,2,18-24
agoosbusso,1253,6229,0,0,0,0,590,3383,0.16,0.0,0.06,1.12,2.2,2,18-24
clarii_elove,3833,5400,0,0,0,0,983,396,0.02,0.12,0.13,0.23,2.18,0,18-24
ssdiaz19,704,43323,0,0,0,0,1422,11546,0.14,0.01,0.05,0.17,1.36,2,18-24
camilocampero_,448,7348,0,0,0,0,461,4600,0.22,0.05,0.1,0.43,4.15,1,18-24
roohernande,2216,26783,0,0,0,0,1848,23338,0.1,0.01,0.04,1.18,1.42,1,18-24
juanigarayzar,326,25435,0,0,0,0,837,765,0.64,0.02,0.14,0.72,1.19,2,18-24
florenciamauser,1106,56933,0,0,0,0,1693,28414,0.25,0.01,0.13,1.04,2.17,0,18-24
tanitoog,389,38130,0,0,0,0,669,8317,0.61,0.03,0.03,0.33,1.69,0,18-24
javiercarrizo2,8023,119128,0,0,0,0,7496,12,0.87,0.01,0.76,0.02,2.67,0,25-34
brmvcc,612,3174,0,0,0,0,205,1095,0.74,0.51,0.28,0.02,2.75,0,25-34
annto_b,883,1470,0,0,0,0,458,1687,0.67,0.62,0.07,1.5,4.11,1,18-24
nicochicconi,699,28396,0,0,0,0,946,10105,0.2,0.02,0.14,0.33,2.01,0,18-24
pedrobiurrun,468,11515,0,0,0,0,3766,145,0.58,0.05,0.77,0.03,3.5,1,50-64
elenhitaes,630,4217,0,0,0,0,1793,299,0.94,0.56,0.58,0.06,3.0,2,35-49
fecheblanco,731,16588,0,0,0,0,333,35133,0.19,0.1,0.21,0.53,3.05,0,18-24
katherineabreu3,444,11950,0,0,0,0,542,1960,0.08,0.06,0.15,0.41,1.57,0,18-24
emi_andes,259,14083,0,0,0,0,265,10832,0.19,0.0,0.25,0.23,5.35,1,18-24
gemaconga,507,4016,0,0,0,0,185858,104,0.96,0.33,0.33,0.15,2.77,2,35-49
jopoopareja,340,9369,0,0,0,0,485,2094,0.08,0.0,0.13,0.51,1.2,1,18-24
jorge_stereo,1459,20870,0,0,0,0,1114,6691,0.14,0.18,0.23,0.03,2.07,0,18-24
yoleidycarvajal,960,8972,0,0,0,0,967,474,0.67,0.7,0.46,0.09,3.78,2,25-34
diegoisabel1,1919,4959,0,0,0,0,10948,1122,1.16,0.14,0.53,0.12,3.75,1,35-49
francmessineo,1123,31658,0,0,0,0,1806,5487,0.27,0.01,0.1,0.18,1.43,1,18-24
diaznap,430,1076,0,0,0,0,618,458,1.28,0.03,0.13,0.02,3.31,0,10-17
lucianacaneda,534,6047,0,0,0,0,410,1119,0.15,0.08,0.21,0.59,3.14,0,18-24
abrucelibertiok,540,33463,0,0,0,0,888,12506,0.48,0.01,0.06,1.02,1.3,0,18-24
tatianamartin3z,752,17106,0,0,0,0,953,8544,0.16,0.01,0.08,0.59,1.24,0,10-17
helenaancos,2411,16822,0,0,0,0,5173,7173,0.73,0.64,0.89,0.03,3.63,2,35-49
alvaropereyraa,1131,68346,0,0,0,0,1840,17255,0.21,0.0,0.13,0.01,3.28,1,10-17
antoscodellaro,1277,30657,0,0,0,0,636,3013,0.23,0.0,0.01,0.46,1.36,2,18-24
teresa_perales,733,2763,0,0,0,0,34013,6668,1.13,0.37,0.28,0.96,4.6,2,35-49
jesusferre,552,11948,0,0,0,0,1602,593,1.04,0.33,0.28,0.1,1.88,0,35-49
iescolar,5083,64679,0,0,0,0,786281,2391,0.21,0.01,0.96,0.04,5.65,1,35-49
magaolalde1,263,21566,0,0,0,0,441,365,0.22,0.0,0.01,1.22,2.17,2,18-24
lucilagav,821,16158,0,0,0,0,1219,1681,0.05,0.01,0.01,0.28,1.01,2,18-24
aguscap98,27,83221,0,0,0,0,1926,3768,0.12,0.0,0.1,0.35,1.85,1,18-24
orianamanfredo,1065,21425,0,0,0,0,996,4103,0.27,0.01,0.01,0.64,1.52,2,18-24
valelucas_95,415,16108,0,0,0,0,414,2236,0.04,0.0,0.07,0.85,1.15,0,18-24
gustavogon1998,270,13024,0,0,0,0,192,7648,0.29,0.02,0.18,0.04,2.43,0,18-24
julianaorellano,901,98047,0,0,0,0,2182,14801,0.47,0.01,0.03,0.92,4.67,0,18-24
esperanzaguirre,3653,5557,0,0,0,0,565178,2882,0.44,0.12,0.17,0.07,3.13,2,50-64
silvakaren8,1083,16032,0,0,0,0,871,2470,0.04,0.21,0.27,0.28,1.63,0,18-24
crisfigueroa00,790,35657,0,0,0,0,1017,16113,0.44,0.0,0.14,0.06,4.07,0,10-17
lauubigoni,271,18568,0,0,0,0,370,1691,0.46,0.01,0.04,0.2,1.21,2,18-24
gastialmeyra,143,24570,0,0,0,0,261,5212,0.48,0.06,0.02,0.23,2.12,1,18-24
milagrosfelixd1,1090,10214,0,0,0,0,77,7075,1.23,0.07,1.0,2.38,7.53,2,18-24
luistomala,1609,735325,0,0,0,0,1886,773,0.14,0.08,1.03,0.03,2.86,1,25-34
circuitoc56,167,412,0,0,0,0,79,173,0.85,0.0,0.04,0.01,5.3,0,10-17
cocomendeguia54,5002,10016,0,0,0,0,1046,6090,0.5,0.5,0.5,1.1,7.0,0,25-34
nubifernandez,758,25480,0,0,0,0,465,4093,0.31,0.01,0.17,0.35,1.88,2,18-24
vigelacoaching,257,1228,0,0,0,0,618,420,0.99,0.32,0.43,0.03,3.15,0,35-49
rogarcia___,1091,36225,0,0,0,0,1486,16737,0.32,0.0,0.04,0.28,3.27,2,18-24
franco_queve2,284,64157,0,0,0,0,416,3933,0.18,0.0,0.06,0.44,1.94,1,18-24
jvpf17,1932,13494,0,0,0,0,1027,8877,1.46,0.44,0.19,0.6,2.51,2,18-24
aleipucha17,215,6,0,0,0,0,12,61,0.0,0.0,0.0,1.0,4.0,0,10-17
roominalucia,217,19471,0,0,0,0,412,1597,0.08,0.0,0.1,0.47,2.13,0,10-17
djfrancorecords,496,4658,0,0,0,0,217,584,0.13,0.04,0.1,0.35,3.49,1,18-24
ovibarcelo,659,5671,0,0,0,0,1865,3553,1.32,0.56,0.56,0.25,4.3,1,35-49
aluuzotta,425,3337,0,0,0,0,425,970,0.39,0.08,0.01,0.58,1.59,2,18-24
jessicalema11,774,736,0,0,0,0,1083,2264,0.78,0.28,0.02,1.73,2.55,0,10-17
deboh_perla,271,8866,0,0,0,0,416,8765,0.18,0.01,0.01,0.88,1.19,0,18-24
fernand0,3103,64819,0,0,0,0,6011,2035,0.36,0.01,0.48,0.1,2.15,1,35-49
fedecaetano_1,794,20523,0,0,0,0,984,12013,0.5,0.03,0.08,0.26,2.62,1,18-24
ellniiicoo,539,14590,0,0,0,0,437,1044,0.06,0.02,0.03,1.97,3.62,0,18-24
carolinagavilan,544,2018,0,0,0,0,642,1141,0.82,0.2,0.71,0.16,3.18,2,35-49
hectormilla,737,16814,0,0,0,0,3991,1682,0.38,0.21,0.81,0.06,3.07,1,50-64
florrmorales22,1040,6658,0,0,0,0,926,1744,0.19,0.01,0.01,0.49,1.91,2,18-24
aldanacumler,3577,5275,0,0,0,0,3027,3028,0.29,0.02,0.06,0.33,5.81,2,10-17
astrosgarbuyo,640,308,0,0,0,0,185,332,0.63,0.14,0.37,0.11,3.89,0,25-34
haydeefachelli,46,35,0,0,0,0,25,64,1.44,0.0,0.22,0.0,4.94,0,25-34
eveschofer,460,31495,0,0,0,0,689,17246,0.22,0.01,0.05,0.92,1.4,0,18-24
