screen_name,friends_count,tweets_count,linkedin,snapchat,instagram,facebook,followers_count,favourites_count,qtyMentions,qtyHashtags,qtyUrls,qtyEmojis,qtyUppercase,profile_pic_gender,age
elianamartin8,712,67743,0,0,0,0,1348,838,0.27,0.0,0.07,0.68,1.39,2,18-24
marcecosta1891,161,93092,0,0,0,0,1402,6729,0.09,0.01,0.18,0.01,3.5,1,18-24
institutoui,18,468,0,0,0,0,50,2,0.09,0.25,0.89,0.3,5.25,0,18-24
carlos___g,331,5402,0,0,0,0,332,2345,0.07,0.0,0.03,0.11,1.09,1,18-24
rosariomagnou,1425,49711,0,0,0,0,683,36042,5.05,0.75,0.23,0.05,58.67,2,25-34
candelarodrgu13,137,1399,0,0,0,0,69,220,0.04,0.0,0.01,1.67,1.15,2,10-17
carburandotv,751,61056,0,0,0,0,73834,807,0.65,2.17,0.7,0.9,6.94,0,50-xx
fedeabatangelo,833,39770,0,0,0,0,1529,10812,0.43,0.0,0.07,0.08,1.08,0,18-24
alejandroide_25,1249,81375,0,0,0,0,855,2610,0.47,0.27,0.26,0.55,2.99,0,25-34
brian_matassa,168,19338,0,0,0,0,1033,4117,0.16,0.01,0.06,0.64,5.53,1,18-24
alemandra19,291,6275,0,0,0,0,229,2817,0.19,0.01,0.07,0.45,1.21,0,18-24
mmarcosgodoy97,155,1131,0,0,0,0,300,6211,0.23,0.33,0.05,0.27,2.39,0,18-24
liilu_franco,1053,43004,0,0,0,0,1270,10235,0.25,0.0,0.18,0.15,0.8,0,10-17
aguuus28,588,4709,0,0,0,0,580,2655,0.06,0.01,0.04,0.56,1.57,1,18-24
yanella_salatto,15,18,0,0,0,0,3,44,0.44,0.06,0.06,2.5,1.13,1,10-17
tomii0410,554,42681,0,0,0,0,5337,13160,0.61,0.45,0.18,0.36,4.72,1,10-17
jhohanaaaam,616,11024,0,0,0,0,862,4001,0.23,0.0,0.07,0.3,1.24,2,10-17
clauditah_nn,28,1170,0,0,0,0,58,2494,0.65,0.21,0.28,0.62,2.89,0,10-17
lucia_villar,321,19987,0,0,0,0,512,7883,0.54,0.04,0.03,0.61,3.26,2,25-34
jennbardecio,129,124,0,0,0,0,30,514,1.12,0.18,0.07,1.2,2.45,2,25-34
valentinaaa1297,332,17150,0,0,0,0,396,4087,0.07,0.0,0.07,0.48,2.21,0,18-24
biosistemasuy,1460,1557,0,0,0,0,537,320,0.23,0.38,0.73,0.1,10.56,0,25-34
lulypeteanc,708,20650,0,0,0,0,843,2427,0.4,0.13,0.04,1.12,2.71,2,18-24
francocairo02,169,5329,0,0,0,0,533,613,0.16,0.07,0.12,0.06,1.06,0,10-17
jul14nbarissani,709,31882,0,0,0,0,1135,5107,0.48,0.04,0.2,0.18,4.21,1,18-24
pamemememesia15,155,9211,0,0,0,0,242,3650,0.53,0.0,0.15,0.05,2.2,2,18-24
gabrielf0rmento,236,6342,0,0,0,0,216,2783,0.2,0.01,0.01,0.21,1.0,1,18-24
facuufrancese5,848,21904,0,0,0,0,1114,10085,0.32,0.27,0.36,0.49,1.98,1,10-17
mikaag_smile,2784,66189,0,0,0,0,2342,71480,0.23,0.0,0.02,1.13,1.17,0,18-24
enzosantander14,518,9566,0,0,0,0,585,7765,0.55,0.0,0.06,1.12,1.28,1,10-17
camfla,323,3455,0,0,0,0,217,1835,0.49,0.01,0.5,0.02,2.13,2,50-xx
marsitavidal,306,47990,0,0,0,0,512,26380,0.25,0.03,0.21,0.92,4.98,2,18-24
leogomez9999,490,28764,0,0,0,0,739,4271,0.36,0.04,0.02,1.05,1.21,1,10-17
015edith,178,1611,0,0,0,0,181,2244,0.29,0.01,0.07,1.16,2.71,2,10-17
brianinsuacjs,6729,34570,0,0,0,0,8004,9537,0.16,0.01,0.07,0.44,1.9,1,18-24
fransaxlund,3144,35831,0,0,0,0,1196,7648,1.47,0.17,0.17,0.12,4.52,1,18-24
bettiaguilera,636,7148,0,0,0,0,404,2937,0.03,0.01,0.03,0.88,1.41,0,10-17
nicouuss,47,2273,0,0,0,0,88,3859,1.37,0.17,0.17,0.22,4.17,0,18-24
oriigartland,589,6567,0,0,0,0,659,1386,0.16,0.01,0.03,0.66,1.21,0,10-17
bekernanni,1835,21978,0,0,0,0,3441,35575,0.17,0.0,0.16,0.35,2.81,2,18-24
joakomirasol,380,12705,0,0,0,0,829,12429,1.06,0.02,0.04,0.01,2.19,0,18-24
solemi245,219,14172,0,0,0,0,383,2713,0.16,0.01,0.11,1.03,1.41,1,10-17
maurivilaa,157,4072,0,0,0,0,195,947,0.2,0.0,0.06,0.07,2.79,1,10-17
nahir_intorre,969,15996,0,0,0,0,307,3667,0.05,0.0,0.01,0.53,2.4,2,18-24
fraancodaaniel1,1077,22451,0,0,0,0,744,1741,0.05,0.02,0.01,0.14,1.35,1,10-17
jurimarok,483,5170,0,0,0,0,248,3693,1.23,0.56,0.24,1.05,3.68,1,10-17
zanoni_f,297,3822,0,0,0,0,429,1712,0.52,0.02,0.01,0.36,1.27,0,18-24
francoserra17,409,8551,0,0,0,0,540,1622,0.09,0.0,0.03,0.25,0.91,0,18-24
facumeneses,1633,4209,0,0,0,0,1707,7276,0.23,0.01,0.16,0.04,6.36,0,18-24
paulapinzone,1919,18840,0,0,0,0,2200,3811,0.39,0.21,0.03,0.34,1.74,0,18-24
valentinademarc,2435,59544,0,0,0,0,2162,23813,0.38,0.04,0.14,0.3,1.8,1,10-17
rociovecino_18,778,18228,0,0,0,0,1033,1417,0.15,0.0,0.06,1.04,1.29,0,18-24
federiicogrosso,441,4643,0,0,0,0,226,982,0.25,0.26,0.07,0.01,4.48,1,25-34
neverlandlss,614,36173,0,0,0,0,772,12288,0.13,0.0,0.37,0.21,2.7,2,10-17
juiglesias07,103,14674,0,0,0,0,418,2547,0.06,0.01,0.05,0.27,1.34,0,18-24
sebatorok,494,14952,0,0,0,0,11465,4652,1.31,1.33,0.26,0.2,4.62,1,10-17
damianloyarte,56812,98703,0,0,0,0,105900,266,0.65,0.07,0.1,0.72,2.09,0,18-24
facusuarez08,250,9201,0,0,0,0,311,2538,0.47,0.02,0.11,0.1,2.47,1,18-24
carlosgomezuy,441,2982,0,0,0,0,236,1417,0.46,0.06,0.25,0.06,2.98,0,10-17
brianramirez98,824,4229,0,0,0,0,493,552,0.07,0.11,0.22,0.34,2.54,1,18-24
silvakaren8,1083,16032,0,0,0,0,871,2470,0.04,0.21,0.27,0.28,1.63,0,18-24
cbdk2011,262,166,0,0,0,0,30,166,0.85,0.04,0.25,0.84,12.7,2,35-49
micaelaagomeez1,256,9675,0,0,0,0,573,2973,0.02,0.01,0.12,0.74,1.99,2,18-24
anitafraga,415,70755,0,0,0,0,993,37704,0.15,0.0,0.09,0.07,3.88,2,18-24
revistahipismo,196,203,0,0,0,0,152,0,0.0,0.0,0.01,0.09,10.17,0,10-17
lucianovillalv1,352,1725,0,0,0,0,230,1512,0.14,0.02,0.06,0.98,0.78,0,10-17
astrosgarbuyo,640,308,0,0,0,0,185,332,0.63,0.14,0.37,0.11,3.89,0,25-34
yanymombelli04,4999,17474,0,0,0,0,688,17025,2.83,0.33,0.5,2.33,3.33,0,25-34
camilasayus,1388,38466,0,0,0,0,1930,2927,0.24,0.01,0.01,0.67,1.67,1,18-24
maguicamposs,517,8937,0,0,0,0,905,3515,0.17,0.01,0.08,0.82,1.44,2,18-24
damindylanpino1,166,151,0,0,0,0,53,24,0.05,0.01,0.0,1.48,1.22,0,18-24
manu_zarzoso,284,633,0,0,0,0,162,366,0.07,0.1,0.1,1.05,1.46,1,18-24
alerojas1995,960,16768,0,0,0,0,589,8605,0.64,0.74,0.14,0.22,6.43,0,18-24
majo_floress,232,9074,0,0,0,0,314,5330,0.09,0.0,0.0,1.01,1.09,0,18-24
antoscodellaro,1277,30657,0,0,0,0,636,3013,0.23,0.0,0.01,0.46,1.36,2,18-24
yulijusto13,1356,92246,0,0,0,0,3246,201619,0.08,0.0,0.53,0.24,1.57,2,10-17
yamilafajar,2605,48606,0,0,0,0,3161,30117,0.03,0.01,0.03,0.77,1.97,0,18-24
roomiicaceress,46,346,0,0,0,0,39,229,0.09,0.03,0.1,1.45,1.43,2,18-24
milibarrio_,951,6412,0,0,0,0,1063,3613,0.33,0.0,0.06,0.94,2.18,2,10-17
victoriacarrat2,97,4833,0,0,0,0,210,1135,0.11,0.0,0.05,0.12,1.31,2,10-17
kareenhubscher,1104,28726,0,0,0,0,1679,3973,0.22,0.0,0.03,0.43,1.61,2,18-24
patitolujan75,1471,38906,0,0,0,0,1449,17375,0.32,0.02,0.11,0.94,6.74,0,18-24
rtafernaberry,980,1536,0,0,0,0,3186,11310,0.49,0.12,0.24,0.05,3.94,1,18-24
cascarilla3,200,2159,0,0,0,0,100,270,1.36,1.06,0.18,0.02,4.03,0,35-49
belicornio1998,1310,9624,0,0,0,0,937,10547,1.04,0.06,0.04,1.03,7.91,2,18-24
diaznap,430,1076,0,0,0,0,618,458,1.28,0.03,0.13,0.02,3.31,0,10-17
ezequielherraiz,266,3470,0,0,0,0,297,486,0.66,0.26,0.37,0.11,3.53,0,10-17
djnilogb,943,10600,0,0,0,0,754,2543,0.04,0.06,0.16,0.27,1.59,1,18-24
antogabas,483,1233,0,0,0,0,388,2387,0.2,0.02,0.02,1.02,1.52,2,10-17
toni_pre,423,2088,0,0,0,0,119,122,1.32,0.01,0.01,0.03,0.95,0,35-49
meliijiji,1958,74551,0,0,0,0,2823,15335,0.19,0.01,0.1,0.56,1.75,2,18-24
milii1224,309,15257,0,0,0,0,304,2864,0.09,0.04,0.04,1.26,1.52,2,18-24
plakards,826,729,0,0,0,0,1047,37,0.01,0.29,1.21,0.39,11.94,0,25-34
dorregocaro,402,20216,0,0,0,0,1046,1437,0.02,0.0,0.13,0.34,1.29,0,10-17
pablopiriz17,450,8080,0,0,0,0,490,2364,0.33,0.01,0.17,0.71,3.22,1,18-24
elvikingogordo,274,6801,0,0,0,0,128,2162,2.67,0.0,0.03,0.21,2.38,1,25-34
yuliireynoso,835,37436,0,0,0,0,1082,4081,0.34,0.03,0.29,0.7,1.91,0,18-24
karusilva1,884,10787,0,0,0,0,566,1460,0.05,0.01,0.09,0.63,1.32,1,10-17
lucasanhornok,294,10162,0,0,0,0,451,3587,0.2,0.03,0.17,1.44,2.28,1,10-17
paufrancisco123,261,2529,0,0,0,0,173,1153,0.31,0.01,0.02,1.79,1.14,0,10-17
chicabostera1,2755,8522,0,0,0,0,1212,13846,2.06,0.28,0.01,2.39,5.72,0,25-34
criscedola,774,33771,0,0,0,0,798,2651,0.57,0.01,0.04,0.01,0.79,1,18-24
caritofrias99,686,21596,0,0,0,0,597,7102,0.06,0.01,0.06,0.62,1.8,0,18-24
mateofagundez,1378,19235,0,0,0,0,1520,14129,0.19,0.0,0.21,0.2,1.11,0,18-24
camiacosta1891,630,5019,0,0,0,0,505,3254,0.68,0.02,0.06,0.49,2.13,0,18-24
lautaurtiaga,59,112,0,0,0,0,50,35,0.57,0.15,0.47,0.25,3.79,0,18-24
micaela59134889,94,45,0,0,0,0,20,35,0.89,0.11,0.0,1.57,2.09,0,18-24
sanabria_daiana,629,6971,0,0,0,0,762,420,0.08,0.05,0.14,1.12,2.79,0,18-24
rossanaduarte1,2841,35482,0,0,0,0,4001,2719,1.37,0.77,0.04,2.16,5.69,0,10-17
camila_martino,801,11362,0,0,0,0,1329,1968,0.11,0.0,0.04,0.99,2.57,2,18-24
nataliamindurry,729,55137,0,0,0,0,1656,3618,0.38,0.0,0.07,0.24,1.4,2,18-24
nadiaohaco,478,731,0,0,0,0,540,1729,0.36,0.19,0.18,0.77,2.86,2,10-17
terevazquez_12,357,30930,0,0,0,0,591,2696,0.07,0.02,0.15,1.71,1.77,2,18-24
littlepearlblue,902,44463,0,0,0,0,1391,8647,0.22,0.03,0.22,0.39,12.98,0,10-17
nachielhh,148,20126,0,0,0,0,342,1946,0.15,0.01,0.07,0.6,2.29,1,18-24
laurabat55,590,6261,0,0,0,0,918,8863,1.32,0.05,0.25,0.22,4.03,2,50-xx
el_huno,534,2890,0,0,0,0,307,538,0.24,0.19,0.78,0.02,3.64,1,25-34
nico_lopez0,118,294,0,0,0,0,94,150,0.4,0.02,0.27,0.13,2.65,1,10-17
camiib14,2176,13153,0,0,0,0,647,6981,0.75,0.0,0.25,0.25,12.75,1,18-24
luzcattaneo,597,85962,0,0,0,0,1188,1435,0.19,0.0,0.07,0.85,1.8,2,18-24
maarupicerno,637,37327,0,0,0,0,1385,3844,0.3,0.0,0.08,0.5,1.26,2,10-17
coty_gastaldo,747,37789,0,0,0,0,1440,1996,0.35,0.0,0.07,0.44,0.64,2,18-24
joyfernandz,158,366,0,0,0,0,34,125,0.0,0.0,0.09,0.23,1.14,2,18-24
andresaf170198,78,228,0,0,0,0,48,79,0.11,0.01,0.0,0.14,1.19,0,18-24
jhonagarcia5,1160,1255,0,0,0,0,413,277,0.08,0.29,0.77,0.07,2.96,0,25-34
selenebasualdo,2367,2306,0,0,0,0,1658,6442,0.52,0.05,0.17,1.68,7.17,0,18-24
lucilagav,821,16158,0,0,0,0,1219,1681,0.05,0.01,0.01,0.28,1.01,2,18-24
luzdaiiana,3546,32981,0,0,0,0,3719,27651,0.16,0.01,0.2,0.42,3.66,2,18-24
flocamarano,237,7894,0,0,0,0,376,1021,0.32,0.01,0.04,0.16,2.35,0,18-24
estefiperezok,2304,29967,0,0,0,0,2327,4352,0.2,0.0,0.05,0.74,1.29,0,10-17
nikko_cabrera,1311,5665,0,0,0,0,865,5049,0.15,0.28,0.22,0.42,3.68,1,18-24
gonzalopessano_,10627,86710,0,0,0,0,14767,26723,0.11,0.01,0.27,0.2,3.1,1,18-24
dangaer,33,15994,0,0,0,0,213,349,0.39,0.0,0.45,0.01,16.51,1,25-34
cccccccaro,1646,57577,0,0,0,0,2130,11240,0.39,0.0,0.17,0.09,2.51,0,18-24
sofiintvg,1329,43538,0,0,0,0,1659,13074,0.32,0.0,0.2,0.48,1.56,2,18-24
faccumu,3675,1255,0,0,0,0,931,766,0.19,0.18,0.01,0.48,4.03,0,10-17
gonzamederos1,118,18169,0,0,0,0,600,3596,0.23,0.0,0.06,0.12,1.46,1,10-17
agusmerlojr,466,38754,0,0,0,0,722,1411,0.12,0.0,0.01,0.21,1.16,1,18-24
mariouberti,333,4337,0,0,0,0,5896,82,0.15,0.01,0.43,0.02,5.04,1,25-34
projaok,28,2185,0,0,0,0,893,179,0.13,1.12,0.03,0.41,9.47,0,10-17
karolse48822803,110,11,0,0,0,0,4,45,0.33,0.0,0.0,3.5,3.0,2,18-24
daiogarcia2,1009,17975,0,0,0,0,1549,20076,0.57,0.19,0.18,0.64,3.49,0,18-24
oliverapipi,772,31935,0,0,0,0,1746,11048,0.25,0.0,0.07,0.54,3.36,2,10-17
leytonley,1616,18639,0,0,0,0,2474,7761,0.3,0.0,0.14,0.57,1.66,2,18-24
cgezzio,881,5464,0,0,0,0,796,1636,0.8,0.12,0.19,0.09,3.51,1,18-24
fraacoronel,1436,56763,0,0,0,0,3136,19629,0.33,0.0,0.08,0.16,1.72,2,18-24
galebuena,513,7926,0,0,0,0,687,6283,0.47,0.01,0.1,0.04,0.84,0,10-17
melo_snowflake,254,11508,0,0,0,0,362,9947,0.38,0.17,0.37,0.27,5.76,0,18-24
ssdiaz19,704,43323,0,0,0,0,1422,11546,0.14,0.01,0.05,0.17,1.36,2,18-24
camilaceleste96,183,6224,0,0,0,0,147,3847,0.17,0.01,0.01,0.34,1.69,2,18-24
santirayu,256,905,0,0,0,0,237,719,0.27,0.13,0.02,1.26,1.4,1,10-17
aguusdell_,642,6482,0,0,0,0,411,6940,0.2,0.04,0.14,1.31,1.88,2,18-24
briangonzaa,995,12980,0,0,0,0,1778,6950,0.03,0.0,0.0,0.33,1.06,1,10-17
diegocastagno,1363,2524,0,0,0,0,755,3130,1.35,0.21,0.05,0.16,2.37,1,25-34
castillofran20,5001,24881,0,0,0,0,1987,22327,1.07,0.18,0.43,0.39,6.94,1,18-24
laligoias,376,32985,0,0,0,0,641,1379,0.39,0.01,0.14,0.48,1.91,2,18-24
vicoelgart,285,10694,0,0,0,0,452,3379,0.28,0.01,0.05,1.39,3.38,2,18-24
jessicapr1202,560,44681,0,0,0,0,1160,2937,0.15,0.0,0.12,0.08,1.23,2,10-17
nellygalotta,204,6644,0,0,0,0,413,532,0.25,0.03,0.0,0.77,2.77,0,18-24
alvaropereyraa,1131,68346,0,0,0,0,1840,17255,0.21,0.0,0.13,0.01,3.28,1,10-17
marcelo_pedrozo,3197,1787,0,0,0,0,500,4420,0.8,0.13,0.05,1.05,2.23,1,18-24
galonsobenia,735,2318,0,0,0,0,408,1570,0.68,0.06,0.54,0.04,3.48,1,25-34
santiagopepe_91,1911,7605,0,0,0,0,891,3338,0.83,0.71,0.19,0.17,5.67,0,25-34
puchoacuarp,1115,54945,0,0,0,0,1265,5973,0.14,0.0,0.03,0.26,1.95,0,18-24
cuervolobos,327,3447,0,0,0,0,329,971,0.41,0.14,0.03,0.22,3.93,2,18-24
stagno_chiara,247,509,0,0,0,0,151,284,0.6,0.0,0.02,0.29,1.61,2,18-24
ellniiicoo,539,14590,0,0,0,0,437,1044,0.06,0.02,0.03,1.97,3.62,0,18-24
caraballoce,921,2653,0,0,0,0,418,8992,1.5,0.17,0.15,1.37,2.71,2,10-17
ivandjdv,694,4313,0,0,0,0,470,867,0.21,0.12,0.07,0.5,4.05,1,10-17
melisafreiria,1681,7026,0,0,0,0,914,6742,0.97,0.33,0.21,0.22,2.97,2,18-24
pizzasingkaraok,1645,36859,0,0,0,0,1336,6564,0.17,0.69,0.89,0.46,3.49,0,25-34
candelamachado7,811,26413,0,0,0,0,986,12256,0.3,0.01,0.04,0.67,1.44,0,10-17
geral_centu,733,25042,0,0,0,0,880,3552,0.32,0.0,0.03,1.18,1.65,0,10-17
lopeznic4,299,4114,0,0,0,0,501,4090,0.76,0.01,0.26,0.92,2.31,0,18-24
byimpactada,390,35811,0,0,0,0,472,1845,0.28,0.06,0.27,0.46,2.4,2,18-24
belugolfarini,2889,23419,0,0,0,0,3274,10030,0.27,0.0,0.21,0.4,0.97,0,18-24
fioventura,982,8140,0,0,0,0,697,5397,3.04,0.41,0.18,0.37,3.38,1,25-34
ani_0697,297,11185,0,0,0,0,441,2381,0.42,0.0,0.19,0.72,2.29,2,18-24
juaniruss,477,8697,0,0,0,0,987,1376,0.08,0.14,0.1,0.53,3.63,0,18-24
duartenahuee,452,7302,0,0,0,0,448,1608,0.03,0.0,0.01,0.26,1.0,0,18-24
ludfdz102,193,4195,0,0,0,0,190,4066,0.2,0.0,0.04,0.82,1.64,0,10-17
lapipydeltricoo,509,112,0,0,0,0,100,61,0.48,0.22,0.45,0.27,1.58,0,10-17
mikaela241206,5001,336,0,0,0,0,3204,952,0.94,0.39,0.01,0.23,7.18,2,18-24
rodrigueeez666,763,79221,0,0,0,0,1063,20032,0.01,0.0,0.03,0.23,1.26,1,18-24
jb_joacobolso,816,31859,0,0,0,0,1714,15062,0.12,0.0,0.3,0.13,1.81,1,10-17
julianrosa00,787,4579,0,0,0,0,632,2410,0.16,0.01,0.05,0.23,1.43,1,10-17
joseplut104,4760,3539,0,0,0,0,3228,883,0.21,0.91,0.18,0.86,5.43,1,18-24
circuitoc56,167,412,0,0,0,0,79,173,0.85,0.0,0.04,0.01,5.3,0,10-17
anahirrii,497,520,0,0,0,0,89,170,0.18,0.22,0.72,0.38,3.79,2,25-34
grupohasar,212,938,0,0,0,0,351,111,0.28,0.76,0.33,0.09,5.02,0,35-49
gabyscarpato,393,22903,0,0,0,0,190,2204,1.71,0.03,0.0,0.04,0.76,0,18-24
matyasnicolas98,495,4165,0,0,0,0,209,1810,0.14,0.03,0.18,0.72,2.3,1,18-24
antotusa,1213,27509,0,0,0,0,861,7421,0.17,0.01,0.15,0.84,3.07,2,18-24
nacho744,391,8919,0,0,0,0,302,2604,0.15,0.01,0.17,0.58,1.4,0,18-24
nahuelrussialv1,740,27441,0,0,0,0,840,5502,0.05,0.0,0.03,0.21,1.14,0,18-24
nahucatuok,493,6912,0,0,0,0,453,2474,0.48,0.01,0.17,0.76,1.83,1,18-24
martinfagundez,321,8521,0,0,0,0,509,2331,0.28,0.11,0.27,0.96,3.63,1,18-24
delfibruzzone,2169,15772,0,0,0,0,1148,4312,0.43,0.04,0.05,0.85,3.42,2,18-24
andreamachado57,112,987,0,0,0,0,84,1036,0.07,0.01,0.18,0.52,1.4,2,18-24
bengochea_sb,412,10206,0,0,0,0,932,1127,0.25,0.09,0.52,0.05,3.67,0,50-xx
chrisguevarauy,2206,260,0,0,0,0,1118,932,1.64,0.24,0.05,0.84,3.45,1,18-24
genegutierrez3,543,7453,0,0,0,0,712,908,0.28,0.03,0.0,0.34,1.53,2,18-24
miligimenezntvg,1794,17674,0,0,0,0,1792,720,0.09,0.06,0.03,0.13,1.96,2,18-24
cocomendeguia54,5002,10016,0,0,0,0,1046,6090,0.5,0.5,0.5,1.1,7.0,0,25-34
santiberto8,90,152,0,0,0,0,28,171,0.84,0.02,0.02,0.26,1.41,0,18-24
norberto1956,251,3723,0,0,0,0,574,4194,1.35,0.01,0.16,0.05,3.25,1,50-xx
federicamarilla,248,201,0,0,0,0,137,83,0.18,0.88,0.35,0.14,23.37,0,35-49
g6d2p,2555,16939,0,0,0,0,1587,8569,0.18,0.01,0.04,0.42,5.85,0,18-24
_sofi_41,547,13473,0,0,0,0,1242,7635,0.15,0.0,0.02,0.73,1.14,2,10-17
bica199,410,7937,0,0,0,0,438,3047,0.14,0.02,0.07,0.69,0.95,1,18-24
facuureynoso99,237,1866,0,0,0,0,231,1638,0.46,0.0,0.11,0.38,1.24,1,18-24
lnahuelfb,833,42074,0,0,0,0,1157,24098,0.37,0.0,0.18,0.05,2.56,1,18-24
blasesquenon,235,6698,0,0,0,0,370,3239,0.31,0.02,0.12,0.47,1.29,1,10-17
catii_menna,310,6412,0,0,0,0,205,1163,0.29,0.01,0.03,0.94,1.31,0,10-17
28bernardita,492,5488,0,0,0,0,506,4789,0.53,0.0,0.37,0.66,2.74,2,10-17
abrucelibertiok,540,33463,0,0,0,0,888,12506,0.48,0.01,0.06,1.02,1.3,0,18-24
publicisimpetu,299,1306,0,0,0,0,1269,1412,0.47,0.63,0.7,0.2,8.56,0,50-xx
josemramirez26,576,8331,0,0,0,0,857,6637,0.57,0.01,0.06,0.09,1.57,0,18-24
neri_oriana,345,18074,0,0,0,0,378,1853,0.17,0.0,0.14,0.81,2.46,2,18-24
sebbasok,571,35330,0,0,0,0,1018,4,0.2,0.02,0.17,0.31,1.51,1,18-24
pas_de_bourre,205,12333,0,0,0,0,313,2152,0.3,0.03,0.04,0.67,1.51,2,18-24
dosalmasunamor,2680,88229,0,0,0,0,3441,38626,0.33,0.12,0.27,0.24,7.37,1,18-24
maru_cabj21,1002,3957,0,0,0,0,828,3201,0.13,0.03,0.16,0.74,5.23,0,10-17
candepalacios1,550,17135,0,0,0,0,750,3422,0.06,0.0,0.01,0.99,1.81,0,10-17
mirtha4620,385,226,0,0,0,0,47,758,1.5,0.04,0.04,0.03,3.03,0,50-xx
iaann_1999,542,13692,0,0,0,0,1309,6317,0.28,0.0,0.06,0.4,1.28,0,18-24
velazquezkevin1,311,6482,0,0,0,0,459,1168,0.08,0.0,0.04,0.71,1.98,0,18-24
mauriciozarauz,2153,4760,0,0,0,0,1080,3592,0.52,0.25,0.35,0.03,3.93,1,18-24
agusvidall2,538,74902,0,0,0,0,4067,788,0.26,0.0,0.03,0.99,2.3,2,18-24
felipepaullier,1467,13501,0,0,0,0,4303,3289,1.91,0.34,0.24,0.47,3.85,1,25-34
rojasmimi,151,12487,0,0,0,0,412,2659,0.61,2.33,0.03,4.43,7.26,2,18-24
per_reynoso,2071,52839,0,0,0,0,2178,54491,0.33,0.02,0.07,1.4,5.96,0,18-24
floorcei,979,32034,0,0,0,0,1160,1288,0.27,0.05,0.04,0.38,1.31,2,18-24
aldanacumler,3577,5275,0,0,0,0,3027,3028,0.29,0.02,0.06,0.33,5.81,2,10-17
cabj_ayrton,1007,37181,0,0,0,0,1092,12430,0.06,0.0,0.06,0.28,2.03,2,10-17
romigaray2,584,11559,0,0,0,0,636,1575,0.18,0.19,0.11,0.55,2.11,0,18-24
camionrrubio,207,4430,0,0,0,0,201,1420,0.23,0.01,0.01,0.19,1.19,2,18-24
fabianparcerito,710,19938,0,0,0,0,895,4264,0.16,0.11,0.05,0.28,1.12,1,18-24
valelucas_95,415,16108,0,0,0,0,414,2236,0.04,0.0,0.07,0.85,1.15,0,18-24
tatianamartin3z,752,17106,0,0,0,0,953,8544,0.16,0.01,0.08,0.59,1.24,0,10-17
arandagustina,257,26656,0,0,0,0,180,988,0.27,0.11,0.09,0.21,1.86,2,18-24
axelfansmfet,1217,36057,0,0,0,0,7011,2977,1.52,1.5,0.61,1.71,7.07,0,10-17
valeacevedo98,3084,15931,0,0,0,0,2908,18705,0.05,0.04,0.01,0.71,1.21,1,18-24
marcosfontaine7,368,3700,0,0,0,0,121,4681,0.37,0.06,0.07,0.12,3.55,0,18-24
paulimoraless,1560,73108,0,0,0,0,1809,6597,0.31,0.0,0.12,0.57,2.39,0,18-24
vcastroemilia,468,519,0,0,0,0,119,1023,0.84,0.2,0.33,0.93,1.71,0,25-34
jorge_frias1968,50,1576,0,0,0,0,193,538,0.97,0.25,0.27,0.05,5.8,1,18-24
el_patoherrera,401,22606,0,0,0,0,562,5404,0.19,0.01,0.07,0.07,3.49,1,18-24
elritual,1127,20853,0,0,0,0,1969,3377,1.89,1.27,0.29,0.68,5.2,0,18-24
barrsosa35,408,4665,0,0,0,0,621,526,0.1,0.29,0.3,0.29,1.93,2,10-17
facubringa,472,10128,0,0,0,0,496,9705,0.15,0.05,0.26,0.08,2.4,0,18-24
roldanrodrigo3,179,9341,0,0,0,0,437,3401,0.06,0.0,0.04,0.63,2.14,1,10-17
jluisfoglia,150,4157,0,0,0,0,98,1128,0.91,0.09,0.21,0.02,23.69,1,10-17
ruthy_yucra,110,193,0,0,0,0,32,83,0.09,0.02,0.67,0.51,6.55,0,10-17
nicolastripoli,401,15081,0,0,0,0,499,1616,0.23,0.08,0.08,0.23,1.64,0,18-24
rosoimuro,612,58472,0,0,0,0,1316,17176,0.53,0.0,0.13,0.61,1.44,0,18-24
sugacabrera,1113,124266,0,0,0,0,2013,806,0.1,0.03,0.09,0.81,3.07,0,18-24
tamitoledovazq,317,16694,0,0,0,0,282,2677,0.35,0.01,0.09,0.59,2.78,0,18-24
lucianocabj110,418,4041,0,0,0,0,466,989,0.24,0.01,0.07,0.62,1.62,0,18-24
jeffpaternalok,798,10837,0,0,0,0,1325,1798,0.17,0.15,0.11,2.22,3.71,0,18-24
zooerivas77,527,4291,0,0,0,0,449,677,0.14,0.02,0.22,1.16,2.02,1,18-24
demarcobianca,672,1433,0,0,0,0,675,1404,0.23,0.0,0.06,0.39,1.34,0,10-17
alexistokayukok,858,37421,0,0,0,0,1506,15811,0.42,0.03,0.1,0.52,1.77,1,18-24
annto_b,883,1470,0,0,0,0,458,1687,0.67,0.62,0.07,1.5,4.11,1,18-24
mmusitani,5002,9533,0,0,0,0,2033,10,1.77,1.93,0.36,1.25,5.98,1,25-34
matiasnicolet,736,8442,0,0,0,0,376,12,0.33,0.45,0.19,0.04,6.38,0,35-49
ortizmarcos18,536,12438,0,0,0,0,711,4076,0.27,0.0,0.05,0.23,1.32,1,18-24
jorvilares,621,14613,0,0,0,0,718,2826,0.32,0.01,0.1,0.85,1.58,2,18-24
facundodelpuer2,2532,453,0,0,0,0,511,1366,0.64,0.07,0.09,0.9,1.54,1,10-17
